site,plot,tag,species,litterMass.wcorr.T0,dowelMass.wcorr.T0,time.point,litterMass.wcorr,dowelMass.wcorr,mass.loss.litter,percent.loss.litter,mass.loss.dowel,percent.loss.dowel,days_elapsed,years_elapsed,k_litter,soil.vwc,GWC,WHC,MAT,MAP,Elevation,Longitude,Latitude,Species,soil.SIR,soil.pH,high.rep
GRSM,16,795,QUMO,4.542712934,2.385,2,2.7665,2.0301,1.776212934,0.39100268,0.3549,0.148805031,626,1.715068493,0.289167118,33.66666667,0.513224333,0.672089148,13.1,1375,579,-83.50877262,35.68958902,QUMO,11.71205176,4.23,FALSE
GRSM,17,796,LITU,4.405844156,2.061,1,0.23778913,1.479008205,4.168055025,0.946028701,0.581991795,0.282383209,290,0.794520548,3.674295006,32.8,0.479972763,0.59880399,13.1,1375,579,-83.50915981,35.68955663,LITU,7.278742957,4.64,FALSE
GRSM,17,797,LITU,4.337662338,2.313,1,2.90548937,2.064806322,1.432172967,0.330171612,0.248193678,0.107303795,290,0.794520548,0.504371773,32.8,0.479972763,0.59880399,13.1,1375,579,-83.50915981,35.68955663,LITU,7.278742957,4.64,FALSE
GRSM,17,798,LITU,4.350649351,2.601,2,1.461,1.313,2.889649351,0.66418806,1.288,0.495194156,626,1.715068493,0.63624513,31.53333333,0.479972763,0.59880399,13.1,1375,579,-83.50915981,35.68955663,LITU,7.278742957,4.64,FALSE
GRSM,18,799,LITU,4.746043165,2.268,2,1.915251663,1.57745469,2.830791502,0.596452962,0.69054531,0.304473241,626,1.715068493,0.52911136,23.76666667,0.35127599,0.515204105,13.1,1375,579,-83.50901265,35.68926127,LITU,7.097564307,4.81,FALSE
GRSM,18,800,LITU,4.885251799,2.241,1,2.263659295,2.023794086,2.621592504,0.536634059,0.217205914,0.096923657,290,0.794520548,0.968179074,14.33333333,0.35127599,0.515204105,13.1,1375,579,-83.50901265,35.68926127,LITU,7.097564307,4.81,FALSE
GRSM,19,804,ACRU,4.951656766,2.313,2,1.8574,1.8705,3.094256766,0.624893225,0.4425,0.191309987,626,1.715068493,0.571723266,21.8,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,809,ACRU,5.047231023,2.286,2,1.783959237,1.638867857,3.263271786,0.646546943,0.647132143,0.283084927,626,1.715068493,0.606392456,21.8,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,810,ACRU,5.101844884,2.394,1,2.23523496,2.054940132,2.866609925,0.561877123,0.339059868,0.141629017,290,0.794520548,1.038684108,13.66666667,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,811,ACRU,5.201970297,2.169,2,2.2286,1.7745,2.973370297,0.571585405,0.3945,0.181881051,626,1.715068493,0.494244909,21.8,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,812,ACRU,5.038128713,2.133,1,2.569816798,1.837391005,2.468311915,0.489926331,0.295608995,0.138588371,290,0.794520548,0.847303592,13.66666667,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,813,ACRU,5.138254125,2.223,2,1.4382,1.4618,3.700054125,0.72009948,0.7612,0.342420153,626,1.715068493,0.742431589,21.8,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,814,ACRU,4.947105611,2.205,1,2.372064514,1.852670165,2.575041097,0.520514681,0.352329835,0.159786773,290,0.794520548,0.925139071,13.66666667,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,816,ACRU,4.897042904,2.151,2,2.0775,1.4639,2.819542904,0.575764387,0.6871,0.319432822,626,1.715068493,0.499960375,21.8,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,817,ACRU,5.516,2.196,1,1.700474518,1.395494589,3.815525482,0.69171963,0.800505411,0.364528875,290,0.794520548,1.481076383,13.66666667,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,818,ACRU,5.443181518,1.935,2,1.9621,0.8672,3.481081518,0.639530669,1.0678,0.551834625,626,1.715068493,0.594931575,21.8,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,19,819,ACRU,5.088191419,2.034,1,1.969229082,1.860907256,3.118962338,0.612980543,0.173092744,0.085099677,290,0.794520548,1.194783838,13.66666667,0.326614199,0.456532492,13.1,1375,579,-83.50881507,35.68888579,ACRU,7.073381071,5.03,TRUE
GRSM,20,821,LITU,4.662887574,2.475,1,2.228472805,2.251248451,2.434414769,0.522083093,0.223751549,0.090404666,290,0.794520548,0.92926281,10.26666667,0.325762557,0.509072693,13.1,1375,579,-83.50860704,35.68877357,LITU,9.255998546,4.95,FALSE
GRSM,20,822,LITU,4.656,2.061,2,1.677377538,NA,2.978622462,0.639738501,NA,NA,626,1.715068493,0.595267845,45.33333333,0.325762557,0.509072693,13.1,1375,579,-83.50860704,35.68877357,LITU,9.255998546,4.95,FALSE
GRSM,21,823,QUMO,4.693263636,2.277,1,3.063702128,2.021838322,1.629561509,0.347212864,0.255161678,0.112060465,290,0.794520548,0.536806987,10.9,0.256891554,0.439853681,13.1,1375,579,-83.50843861,35.68887409,QUMO,4.854448765,4.52,FALSE
GRSM,21,825,QUMO,4.726045455,2.304,2,2.915,1.5105,1.811045455,0.383205255,0.7935,0.344401042,626,1.715068493,0.281749084,12.96666667,0.256891554,0.439853681,13.1,1375,579,-83.50843861,35.68887409,QUMO,4.854448765,4.52,FALSE
GRSM,22,827,ACRU,5.012969512,2.016,1,2.78038767,1.12294214,2.232581843,0.445361145,0.89305786,0.442985049,290,0.794520548,0.741878974,19,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,828,ACRU,5.080658537,2.358,1,2.899600226,2.261645724,2.181058311,0.429286537,0.096354276,0.040862712,290,0.794520548,0.705920084,19,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,831,ACRU,5.06075,2.16,2,2.148547467,1.879836925,2.912202533,0.575448804,0.280163075,0.129705127,626,1.715068493,0.4995268,28.13333333,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,833,ACRU,5.052786585,2.079,2,1.6988,1.3567,3.353986585,0.663789481,0.7223,0.347426647,626,1.715068493,0.635553493,28.13333333,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,834,ACRU,5.012969512,2.187,2,1.8459,1.6401,3.167069512,0.631775139,0.5469,0.250068587,626,1.715068493,0.58251988,28.13333333,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,837,ACRU,5.012969512,2.034,1,3.069938544,1.984066929,1.943030969,0.387600795,0.049933071,0.024549199,290,0.794520548,0.617190977,19,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,839,ACRU,4.917408537,2.214,2,1.8966,1.926,3.020808537,0.614309044,0.288,0.130081301,626,1.715068493,0.555499017,28.13333333,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,840,ACRU,4.921390244,2.223,2,1.4104,1.6566,3.510990244,0.713414314,0.5664,0.254790823,626,1.715068493,0.728669271,28.13333333,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,842,ACRU,4.945280488,2.16,1,3.030802166,2.113533875,1.914478321,0.387132404,0.046466125,0.021512095,290,0.794520548,0.616228693,19,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,22,843,ACRU,4.925371951,1.764,1,2.976112696,1.6994099,1.949259255,0.395758792,0.0645901,0.036615703,290,0.794520548,0.63407021,19,0.367886952,0.508910385,13.1,1375,579,-83.50814254,35.6887509,ACRU,6.072461281,4.59,TRUE
GRSM,23,845,LITU,4.946554217,2.214,1,2.266256864,0.903543219,2.680297353,0.541851405,1.310456781,0.591895565,290,0.794520548,0.982431111,10.33333333,0.351684158,0.537634043,13.1,1375,579,-83.50905789,35.68892025,LITU,9.516213524,5.07,FALSE
GRSM,23,846,LITU,5.006391566,2.142,2,0.7751,0.9088,4.231291566,0.845177911,1.2332,0.575723623,626,1.715068493,1.087699204,12.1,0.351684158,0.537634043,13.1,1375,579,-83.50905789,35.68892025,LITU,9.516213524,5.07,FALSE
GRSM,24,847,LITU,4.727672727,2.097,1,2.287287441,NA,2.440385286,0.516191671,NA,NA,290,0.794520548,0.913842276,17.03333333,0.379215678,0.520859331,13.1,1375,579,-83.50928458,35.68923148,LITU,8.509512491,5.36,FALSE
GRSM,24,849,LITU,4.769312121,2.169,2,2.2936,1.0358,2.475712121,0.519092074,1.1332,0.522452743,626,1.715068493,0.426851436,22.43333333,0.379215678,0.520859331,13.1,1375,579,-83.50928458,35.68923148,LITU,8.509512491,5.36,FALSE
GRSM,25,850,ACRU,5.166185759,2.133,1,2.38548026,1.210359664,2.780705499,0.538251164,0.922640336,0.432555244,290,0.794520548,0.972579228,10.7,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,851,ACRU,5.496321981,2.232,2,2.429,0.5742,3.067321981,0.558068103,1.6578,0.742741935,626,1.715068493,0.476132289,21.66666667,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,852,ACRU,5.233105263,2.322,1,2.573895073,2.052857486,2.65921019,0.508151481,0.269142514,0.115909782,290,0.794520548,0.893097731,10.7,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,855,ACRU,5.170647059,2.322,2,1.5534,1.5856,3.617247059,0.699573384,0.7364,0.317140396,626,1.715068493,0.701168359,21.66666667,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,856,ACRU,5.255411765,2.142,2,1.9607,0.7493,3.294711765,0.626917911,1.3927,0.650186741,626,1.715068493,0.574878968,21.66666667,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,857,ACRU,5.282179567,2.313,2,1.8018,1.362,3.480379567,0.658890809,0.951,0.411154345,626,1.715068493,0.627119353,21.66666667,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,860,ACRU,5.264334365,2.043,2,1.855626001,1.137559221,3.408708365,0.647509852,0.905440779,0.443191766,626,1.715068493,0.607983069,21.66666667,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,861,ACRU,5.47847678,2.313,2,2.038,1.3456,3.44047678,0.627998788,0.9674,0.418244704,626,1.715068493,0.576570657,21.66666667,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,863,ACRU,5.206337461,2.169,1,2.514777369,1.151436225,2.691560092,0.516977647,1.017563775,0.469139592,290,0.794520548,0.915888644,10.7,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,864,ACRU,5.313408669,2.133,1,2.108737609,0.920218409,3.204671059,0.603129038,1.212781591,0.568580212,290,0.794520548,1.163146865,10.7,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,866,ACRU,5.161724458,2.313,1,2.360000303,1.51069815,2.801724155,0.542788399,0.80230185,0.346866342,290,0.794520548,0.985007846,10.7,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,25,867,ACRU,5.250950464,2.322,1,2.51764373,1.911341674,2.733306735,0.520535616,0.410658326,0.176855438,290,0.794520548,0.925194026,10.7,0.403651319,0.508834275,13.1,1375,579,-83.50946643,35.68925861,ACRU,9.241226246,4.89,TRUE
GRSM,26,868,LITU,4.285349112,2.097,2,1.588022873,1.239781272,2.69732624,0.629429755,0.857218728,0.408783371,626,1.715068493,0.578817849,46.73333333,0.543591937,0.548742132,13.1,1375,579,-83.50995476,35.68907608,LITU,7.73908654,5.3,FALSE
GRSM,26,870,LITU,4.398887574,2.259,1,1.826237076,0.921129816,2.572650498,0.584841157,1.337870184,0.59224001,290,0.794520548,1.106445994,49.66666667,0.543591937,0.548742132,13.1,1375,579,-83.50995476,35.68907608,LITU,7.73908654,5.3,FALSE
GRSM,27,872,LITU,4.883376238,2.214,1,3.413322925,1.968734894,1.470053313,0.301032163,0.245265106,0.110779181,290,0.794520548,0.450775694,9.566666667,0.294706036,0.436736963,13.1,1375,579,-83.51028303,35.68881052,LITU,8.847455648,4.77,FALSE
GRSM,27,873,LITU,4.805262376,2.268,2,2.540186436,1.718761935,2.26507594,0.47137404,0.549238065,0.242168459,626,1.715068493,0.371690209,16.26666667,0.294706036,0.436736963,13.1,1375,579,-83.51028303,35.68881052,LITU,8.847455648,4.77,FALSE
GRSM,28,874,QUMO,4.088866873,2.223,2,2.3022,1.8541,1.786666873,0.436958925,0.3689,0.165946919,626,1.715068493,0.33491531,11.46666667,0.245459988,0.485864106,13.1,1375,579,-83.51051746,35.68888161,QUMO,13.20730583,4.65,FALSE
GRSM,28,876,QUMO,4.504965944,2.421,1,3.476246835,2.332823653,1.02871911,0.22835225,0.088176347,0.036421457,290,0.794520548,0.326268611,8.733333333,0.245459988,0.485864106,13.1,1375,579,-83.51051746,35.68888161,QUMO,13.20730583,4.65,FALSE
GRSM,29,878,LITU,5.00825,2.295,2,2.0614,1.566,2.94685,0.588399141,0.729,0.317647059,626,1.715068493,0.517589351,13.03333333,0.219801293,0.434599395,13.1,1375,579,-83.510654,35.6888085,LITU,6.327481032,4.8,FALSE
GRSM,29,879,LITU,5.00825,2.133,1,1.451167735,1.990429577,3.557082265,0.710244549,0.142570423,0.06684033,290,0.794520548,1.559076085,6.9,0.219801293,0.434599395,13.1,1375,579,-83.510654,35.6888085,LITU,6.327481032,4.8,FALSE
GRSM,30,880,QUMO,4.37238024,2.205,1,3.159144097,2.191078327,1.213236142,0.277477272,0.013921673,0.006313684,290,0.794520548,0.409059782,10.2,0.337865196,0.536067276,13.1,1375,579,-83.51085352,35.68899802,QUMO,11.6413868,4.55,FALSE
GRSM,30,882,QUMO,4.352392216,2.097,2,2.695,1.7277,1.657392216,0.380800289,0.3693,0.176108727,626,1.715068493,0.279480048,11.23333333,0.337865196,0.536067276,13.1,1375,579,-83.51085352,35.68899802,QUMO,11.6413868,4.55,FALSE
GRSM,31,883,ACRU,5.038297753,2.376,1,2.588948056,2.233506519,2.449349697,0.486146277,0.142493481,0.059972004,290,0.794520548,0.838010599,10.66666667,0.322120658,0.433652164,13.1,1375,579,-83.51080735,35.6891169,ACRU,8.47836881,4.54,FALSE
GRSM,31,884,ACRU,5.183595506,2.187,2,2.4381,1.4198,2.745495506,0.5296508,0.7672,0.350800183,626,1.715068493,0.439795777,15.56666667,0.322120658,0.433652164,13.1,1375,579,-83.51080735,35.6891169,ACRU,8.47836881,4.54,FALSE
GRSM,32,886,ACRU,5.3915,2.421,2,2.9411,1.4485,2.4504,0.454493184,0.9725,0.401693515,626,1.715068493,0.353361968,12.63333333,0.387030153,0.487864167,13.1,1375,579,-83.51056275,35.68960756,ACRU,8.490662742,4.55,FALSE
GRSM,32,888,ACRU,4.997,2.358,1,2.193103363,1.668394366,2.803896637,0.561115997,0.689605634,0.292453619,290,0.794520548,1.036499475,5.3,0.387030153,0.487864167,13.1,1375,579,-83.51056275,35.68960756,ACRU,8.490662742,4.55,FALSE
GRSM,33,889,QUMO,4.323575931,2.259,2,1.9166,1.6541,2.406975931,0.556709532,0.6049,0.267773351,626,1.715068493,0.474342594,22.8,0.296468141,0.488584032,13.1,1375,579,-83.50984938,35.68990449,QUMO,6.879620134,5.01,FALSE
GRSM,33,890,QUMO,4.467163324,2.079,1,3.494683941,1.964689784,0.972479382,0.217695059,0.114310216,0.054983269,290,0.794520548,0.309004801,12.66666667,0.296468141,0.488584032,13.1,1375,579,-83.50984938,35.68990449,QUMO,6.879620134,5.01,FALSE
GRSM,34,892,QUMO,4.363767164,2.682,1,3.379416633,2.593660004,0.984350531,0.225573568,0.088339996,0.032938104,290,0.794520548,0.321744494,11.13333333,0.343682656,0.572700832,13.1,1375,579,-83.50991311,35.69015843,QUMO,9.136217362,4.85,FALSE
GRSM,34,894,QUMO,4.588125373,2.223,2,1.881,1.7961,2.707125373,0.59002864,0.4269,0.192037787,626,1.715068493,0.519902254,17.73333333,0.343682656,0.572700832,13.1,1375,579,-83.50991311,35.69015843,QUMO,9.136217362,4.85,FALSE
GRSM,35,896,LITU,4.921355932,2.196,1,4.809221766,1.49526427,0.112134166,0.022785218,0.70073573,0.319096416,290,0.794520548,0.029009712,11.53333333,0.393337335,0.556622379,13.1,1375,579,-83.5098748,35.68948629,LITU,9.1792866,5.35,FALSE
GRSM,35,897,LITU,5.102881356,1.935,2,2.9368,0.944,2.166081356,0.424482014,0.991,0.512144703,626,1.715068493,0.322135705,16.16666667,0.393337335,0.556622379,13.1,1375,579,-83.5098748,35.68948629,LITU,9.1792866,5.35,FALSE
GRSM,36,898,LITU,4.489181141,2.169,1,2.165092981,1.886676995,2.324088161,0.517708706,0.282323005,0.13016275,290,0.794520548,0.917795022,9.333333333,0.419745912,0.606154986,13.1,1375,579,-83.50974386,35.68936965,LITU,10.63693965,4.72,FALSE
GRSM,36,900,LITU,4.4977866,2.151,2,1.746,0.9804,2.7517866,0.611809062,1.1706,0.544211994,626,1.715068493,0.551731873,21.53333333,0.419745912,0.606154986,13.1,1375,579,-83.50974386,35.68936965,LITU,10.63693965,4.72,FALSE
HARV,1,565,ACRU,4.837605634,2.187,1,5.167629091,2.534604837,-0.330023457,-0.068220414,-0.347604837,-0.158941398,340,0.931506849,-0.070846606,36.23333333,0.730881773,0.778257075,7.4,1199,351,-72.171021,42.536636,ACRU,13.11501361,4.83,FALSE
HARV,1,567,ACRU,4.918985915,2.133,2,2.482942525,1.648844341,2.436043391,0.495232845,0.484155659,0.226983431,622,1.704109589,0.401181966,58.43333333,0.730881773,0.778257075,7.4,1199,351,-72.171021,42.536636,ACRU,13.11501361,4.83,FALSE
HARV,2,568,PIST,4.897222222,2.115,1,3.650087457,1.659867525,1.247134765,0.254661665,0.455132475,0.21519266,340,0.931506849,0.315528568,15.2,0.587971151,0.665495176,7.4,1199,351,-72.170662,42.536884,PIST,8.215450109,4.37,FALSE
HARV,2,569,PIST,5.007111111,2.079,2,1.8738,0.2953,3.133311111,0.625772235,1.7837,0.857960558,622,1.704109589,0.576776679,41.9,0.587971151,0.665495176,7.4,1199,351,-72.170662,42.536884,PIST,8.215450109,4.37,FALSE
HARV,3,571,QURU,4.738148148,2.313,1,2.804406473,2.155462968,1.933741675,0.408121826,0.157537032,0.068109395,340,0.931506849,0.56301728,22.5,0.510473444,0.62135901,7.4,1199,351,-72.17054,42.537174,QURU,6.914517954,4.27,FALSE
HARV,3,572,QURU,4.876666667,2.151,2,2.127554141,1.238540898,2.749112526,0.563727791,0.912459102,0.424202279,622,1.704109589,0.486757954,28.1,0.510473444,0.62135901,7.4,1199,351,-72.17054,42.537174,QURU,6.914517954,4.27,FALSE
HARV,5,574,ACRU,5.177900552,2.034,1,2.511603312,1.996905507,2.666297241,0.514937901,0.037094493,0.018237214,340,0.931506849,0.776675295,111.9333333,0.483256962,0.620554289,7.4,1199,351,-72.170799,42.53804,ACRU,7.251314312,4.48,FALSE
HARV,5,575,ACRU,5.141436464,1.926,2,2.0499,1.4902,3.091536464,0.601298195,0.4358,0.226272066,622,1.704109589,0.539602325,37.16666667,0.483256962,0.620554289,7.4,1199,351,-72.170799,42.53804,ACRU,7.251314312,4.48,FALSE
HARV,6,578,QURU,5.057855228,2.565,1,2.981814091,2.233264889,2.076041137,0.41045879,0.331735111,0.129331427,340,0.931506849,0.567264379,20.86666667,0.516326247,0.634138857,7.4,1199,351,-72.171196,42.538509,QURU,7.371051116,4.48,FALSE
HARV,6,579,QURU,5.091876676,2.268,2,0.9838,0.2069,4.108076676,0.806790293,2.0611,0.90877425,622,1.704109589,0.964714433,39.06666667,0.516326247,0.634138857,7.4,1199,351,-72.171196,42.538509,QURU,7.371051116,4.48,FALSE
HARV,7,580,PIST,5.044088398,2.538,1,4.084006829,2.20235812,0.960081568,0.190337974,0.33564188,0.132246604,340,0.931506849,0.226663251,23.83333333,0.672962687,0.761092147,7.4,1199,351,-72.171036,42.539524,PIST,14.0276323,4.14,FALSE
HARV,7,581,PIST,4.954392265,2.079,2,2.941,0.8867,2.013392265,0.406385316,1.1923,0.573496873,622,1.704109589,0.306039502,35.63333333,0.672962687,0.761092147,7.4,1199,351,-72.171036,42.539524,PIST,14.0276323,4.14,FALSE
HARV,8,583,ACRU,5.183684211,2.115,1,2.721824367,1.691085087,2.461859843,0.474924734,0.423914913,0.200432583,340,0.931506849,0.691582314,9.966666667,0.687655389,0.749505192,7.4,1199,351,-72.170692,42.539921,ACRU,13.10859811,4.46,FALSE
HARV,8,585,ACRU,5.321210526,2.052,2,2.2081,0.628,3.113110526,0.585038031,1.424,0.693957115,622,1.704109589,0.516145445,23.73333333,0.687655389,0.749505192,7.4,1199,351,-72.170692,42.539921,ACRU,13.10859811,4.46,FALSE
HARV,9,586,PIST,4.995037783,2.178,2,2.669611208,1.092004999,2.325426575,0.465547344,1.085995001,0.498620294,622,1.704109589,0.367647793,19.03333333,0.366971378,0.529264452,7.4,1199,351,-72.170898,42.540878,PIST,5.836917868,4.78,FALSE
HARV,9,587,PIST,5.09697733,2.376,1,3.97875014,2.743237778,1.11822719,0.219390262,-0.367237778,-0.154561354,340,0.931506849,0.26589171,5.066666667,0.366971378,0.529264452,7.4,1199,351,-72.170898,42.540878,PIST,5.836917868,4.78,FALSE
HARV,10,589,QURU,4.82256338,2.115,1,3.302359211,2.083925487,1.520204169,0.315227411,0.031074513,0.014692441,340,0.931506849,0.406511754,8.966666667,0.383198853,0.57382626,7.4,1199,351,-72.170967,42.540401,QURU,6.587374642,4.46,FALSE
HARV,10,591,QURU,4.772197183,2.25,2,1.4235,1.1748,3.348697183,0.701709727,1.0752,0.477866667,622,1.704109589,0.70986526,27.5,0.383198853,0.57382626,7.4,1199,351,-72.170967,42.540401,QURU,6.587374642,4.46,FALSE
HARV,11,592,PIST,5.118038147,2.133,2,2.7648,0.2627,2.353238147,0.459793007,1.8703,0.876840131,622,1.704109589,0.361363433,13.53333333,0.416202783,0.594927964,7.4,1199,351,-72.170952,42.541584,PIST,8.008292428,4.69,FALSE
HARV,11,594,PIST,5.146920981,2.214,1,3.489767528,1.588385749,1.657153453,0.321969865,0.625614251,0.282571929,340,0.931506849,0.417134394,4.6,0.416202783,0.594927964,7.4,1199,351,-72.170952,42.541584,PIST,8.008292428,4.69,FALSE
HARV,12,595,ACRU,4.941246291,2.385,2,1.741037297,1.822499634,3.200208994,0.647652192,0.562500366,0.23584921,622,1.704109589,0.612129941,23.63333333,0.364165107,0.611685659,7.4,1199,351,-72.171684,42.541607,ACRU,7.717543396,4.58,FALSE
HARV,12,597,ACRU,4.784272997,2.439,1,2.213357489,1.9690864,2.570915508,0.537368062,0.4699136,0.192666503,340,0.931506849,0.827501689,7.366666667,0.364165107,0.611685659,7.4,1199,351,-72.171684,42.541607,ACRU,7.717543396,4.58,FALSE
HARV,13,598,QURU,5.164855491,2.232,2,1.550332071,1.395219481,3.614523421,0.699830504,0.836780519,0.374901666,622,1.704109589,0.706179922,24.33333333,0.414140797,0.540236179,7.4,1199,351,-72.172249,42.541656,QURU,8.001985081,4.81,FALSE
HARV,13,600,QURU,5.133410405,2.349,1,3.386078754,1.9542052,1.747331651,0.340384172,0.3947948,0.168069306,340,0.931506849,0.446693111,11.86666667,0.414140797,0.540236179,7.4,1199,351,-72.172249,42.541656,QURU,8.001985081,4.81,FALSE
HARV,15,601,ACRU,4.774853801,2.394,2,2.257767333,0.857050255,2.517086468,0.527154667,1.536949745,0.642000729,622,1.704109589,0.439518058,32.63333333,0.544404246,0.670939178,7.4,1199,351,-72.174629,42.542515,ACRU,10.20029518,4.24,FALSE
HARV,15,602,ACRU,4.88245614,2.385,1,3.076777986,1.561617287,1.805678154,0.369829877,0.823382713,0.345233842,340,0.931506849,0.495718802,11.93333333,0.544404246,0.670939178,7.4,1199,351,-72.174629,42.542515,ACRU,10.20029518,4.24,FALSE
HARV,16,604,PIST,4.829166667,2.079,2,3.1096,1.395,1.719566667,0.356079379,0.684,0.329004329,622,1.704109589,0.258304878,20.86666667,0.517373822,0.676031957,7.4,1199,351,-72.175072,42.542713,PIST,7.842290055,4.34,FALSE
HARV,16,605,PIST,4.839333333,2.124,1,4.01012181,1.67735209,0.829211524,0.171348297,0.44664791,0.21028621,340,0.931506849,0.201775599,4.466666667,0.517373822,0.676031957,7.4,1199,351,-72.175072,42.542713,PIST,7.842290055,4.34,FALSE
HARV,17,608,PIST,4.959766082,2.421,2,1.8925,1.0242,3.067266082,0.618429585,1.3968,0.576951673,622,1.704109589,0.565374362,18.16666667,0.537154739,0.707081782,7.4,1199,351,-72.175529,42.543041,PIST,10.87725709,4.14,FALSE
HARV,17,609,PIST,5.076842105,1.998,1,3.877105043,1.487197396,1.199737062,0.236315615,0.510802604,0.255656959,340,0.931506849,0.289424263,7.166666667,0.537154739,0.707081782,7.4,1199,351,-72.175529,42.543041,PIST,10.87725709,4.14,FALSE
HARV,19,611,ACRU,4.673295129,2.214,2,1.7607,0.5717,2.912595129,0.623242284,1.6423,0.741779584,622,1.704109589,0.572822879,29.03333333,0.548135749,0.6528334,7.4,1199,351,-72.176102,42.543907,ACRU,10.19854568,4.36,FALSE
HARV,19,612,ACRU,4.631002865,2.403,1,2.566045041,2.087160722,2.064957824,0.445898628,0.315839278,0.131435405,340,0.931506849,0.633819953,15.13333333,0.548135749,0.6528334,7.4,1199,351,-72.176102,42.543907,ACRU,10.19854568,4.36,FALSE
HARV,24,613,ACRU,5.112034884,2.529,1,2.812840749,2.091762031,2.299194134,0.449761042,0.437237969,0.172889668,340,0.931506849,0.641329289,9.6,0.526230352,0.702458887,7.4,1199,351,-72.177643,42.543083,ACRU,11.42441209,4.32,FALSE
HARV,24,615,ACRU,5.068895349,2.052,2,2.4538,1.0614,2.615095349,0.515910306,0.9906,0.482748538,622,1.704109589,0.42572677,22.23333333,0.526230352,0.702458887,7.4,1199,351,-72.177643,42.543083,ACRU,11.42441209,4.32,FALSE
HARV,25,616,QURU,4.844243243,2.142,1,2.805235969,1.945665303,2.039007274,0.420913479,0.196334697,0.091659523,340,0.931506849,0.586472746,8.166666667,0.383054988,0.54867445,7.4,1199,351,-72.17746,42.542763,QURU,6.049401874,4.87,FALSE
