site,plot,tag,species,litterMass.wcorr.T0,dowelMass.wcorr.T0,time.point,litterMass.wcorr,dowelMass.wcorr,mass.loss.litter,percent.loss.litter,mass.loss.dowel,percent.loss.dowel,days_elapsed,years_elapsed,k_litter,soil.vwc,GWC,WHC,MAT,MAP,Elevation,Longitude,Latitude,Species,soil.SIR,soil.pH,high.rep
OSBS,14,1842,PIPA,5.350359712,2.358,1,3.898584339,2.211302028,1.451775373,0.271341639,0.146697972,0.062212881,284,0.778082192,0.406834009,2.5,0.005458253,0.197372506,20.9,1302,45,-81.98973821,29.68571457,PIPA,0.362713185,5.24,FALSE
OSBS,15,1843,QUPA,5.453723077,2.223,1,3.312886204,2.052864929,2.140836873,0.392545944,0.170135071,0.076533995,284,0.778082192,0.640650486,2.566666667,0.005817906,0.21068128,20.9,1302,45,-81.98913442,29.68557805,QULA,0.459758001,5.39,FALSE
OSBS,15,1844,QUPA,5.199692308,1.989,2,NA,NA,NA,NA,NA,NA,465,1.273972603,NA,1.9,0.005817906,0.21068128,20.9,1302,45,-81.98913442,29.68557805,QULA,0.459758001,5.39,FALSE
OSBS,15,1845,QUPA,5.358461538,2.214,2,NA,1.990825627,NA,NA,0.223174373,0.100801433,465,1.273972603,NA,1.9,0.005817906,0.21068128,20.9,1302,45,-81.98913442,29.68557805,QULA,0.459758001,5.39,FALSE
OSBS,16,1846,PIPA,5.394414414,1.944,1,4.078795486,1.8243866,1.315618929,0.243885402,0.1196134,0.061529526,284,0.778082192,0.359296656,2.633333333,0.012239829,0.221181376,20.9,1302,45,-81.98884175,29.68541861,PIPA,0.554335049,4.98,FALSE
OSBS,16,1847,PIPA,5.255045045,2.196,2,3.8138,2.066186867,1.441245045,0.274259313,0.129813133,0.059113449,465,1.273972603,0.251624335,2.833333333,0.012239829,0.221181376,20.9,1302,45,-81.98884175,29.68541861,PIPA,0.554335049,4.98,FALSE
OSBS,16,1848,PIPA,5.419009009,2.169,2,3.5936,2.03567744,1.825409009,0.33685292,0.13332256,0.061467294,465,1.273972603,0.322423318,2.833333333,0.012239829,0.221181376,20.9,1302,45,-81.98884175,29.68541861,PIPA,0.554335049,4.98,FALSE
OSBS,17,1849,QUPA,5.622857143,2.259,1,4.090425243,1.941539685,1.5324319,0.272536161,0.317460315,0.140531348,284,0.778082192,0.408942642,1.733333333,0.006262881,0.22219353,20.9,1302,45,-81.98829143,29.68524219,QULA,0.500290289,5.32,FALSE
OSBS,17,1850,QUPA,5.509915966,2.043,2,3.2525,1.76650317,2.257415966,0.409700616,0.27649683,0.135338635,465,1.273972603,0.413765131,2.5,0.006262881,0.22219353,20.9,1302,45,-81.98829143,29.68524219,QULA,0.500290289,5.32,FALSE
OSBS,18,1852,QUPA,5.238746518,2.304,1,3.610435026,2.136037364,1.628311492,0.310820821,0.167962636,0.072900449,284,0.778082192,0.478425015,1.666666667,0.008838586,0.203197534,20.9,1302,45,-81.9889481,29.68582315,QULA,0.32988169,5.14,FALSE
OSBS,18,1853,QUPA,5.238746518,2.088,2,3.1629,1.889459409,2.075846518,0.396248704,0.198540591,0.09508649,465,1.273972603,0.396078319,1.9,0.008838586,0.203197534,20.9,1302,45,-81.9889481,29.68582315,QULA,0.32988169,5.14,FALSE
OSBS,18,1854,QUPA,5.505264624,2.268,2,3.0835,2.082622482,2.421764624,0.439899767,0.185377518,0.081736119,465,1.273972603,0.454985862,1.9,0.008838586,0.203197534,20.9,1302,45,-81.9889481,29.68582315,QULA,0.32988169,5.14,FALSE
OSBS,19,1855,QUPA,5.144195402,2.583,2,3.3401,2.360633706,1.804095402,0.350705069,0.222366294,0.086088383,465,1.273972603,0.338993339,2.766666667,0.010416458,0.227298427,20.9,1302,45,-81.98904037,29.6861484,QULA,0.494821139,5.3,FALSE
OSBS,19,1856,QUPA,5.159482759,2.295,2,3.6722,2.136117483,1.487282759,0.288261988,0.158882517,0.069229855,465,1.273972603,0.266917354,2.766666667,0.010416458,0.227298427,20.9,1302,45,-81.98904037,29.6861484,QULA,0.494821139,5.3,FALSE
OSBS,19,1857,QUPA,5.281781609,2.502,1,3.840411155,2.348307528,1.441370454,0.272894747,0.153692472,0.061427846,284,0.778082192,0.409576312,2.533333333,0.010416458,0.227298427,20.9,1302,45,-81.98904037,29.6861484,QULA,0.494821139,5.3,FALSE
OSBS,20,1858,QUPA,5.602250804,2.349,1,3.944169672,2.181563663,1.658081131,0.295966959,0.167436337,0.071279837,284,0.778082192,0.451019177,2.4,0.008445574,0.218740364,20.9,1302,45,-81.98966245,29.68602914,QULA,0.494726159,5.09,FALSE
OSBS,20,1859,QUPA,5.913954984,2.259,2,3.4285,1.98717384,2.485454984,0.420269513,0.27182616,0.120330305,465,1.273972603,0.427946379,1.933333333,0.008445574,0.218740364,20.9,1302,45,-81.98966245,29.68602914,QULA,0.494726159,5.09,FALSE
OSBS,20,1860,QUPA,5.972926045,2.52,2,3.685,2.313536648,2.287926045,0.383049451,0.206463352,0.081929902,465,1.273972603,0.379102663,1.933333333,0.008445574,0.218740364,20.9,1302,45,-81.98966245,29.68602914,QULA,0.494726159,5.09,FALSE
OSBS,21,1861,PIPA,5.34438914,2.493,2,3.7374,2.266972266,1.60698914,0.30068715,0.226027734,0.090664956,465,1.273972603,0.28074157,2,0.006579605,0.215324223,20.9,1302,45,-81.98923532,29.68590553,PIPA,0.471288153,5.3,FALSE
OSBS,21,1862,PIPA,5.417488688,2.358,1,3.944882276,2.170527579,1.472606412,0.271824548,0.187472421,0.079504844,284,0.778082192,0.407686048,2.266666667,0.006579605,0.215324223,20.9,1302,45,-81.98923532,29.68590553,PIPA,0.471288153,5.3,FALSE
OSBS,21,1863,PIPA,5.588054299,2.367,2,3.9362,2.213335639,1.651854299,0.295604554,0.153664361,0.06491946,465,1.273972603,0.275057224,2,0.006579605,0.215324223,20.9,1302,45,-81.98923532,29.68590553,PIPA,0.471288153,5.3,FALSE
OSBS,22,1864,PIPA,5.560457317,2.142,1,3.76840502,1.913935113,1.792052297,0.322285056,0.228064887,0.10647287,284,0.778082192,0.499983832,2.666666667,0.007340147,0.218701647,20.9,1302,45,-81.98878621,29.68598352,PIPA,0.413566147,5.16,FALSE
OSBS,22,1865,PIPA,5.717439024,2.151,2,3.4692,1.855856158,2.248239024,0.393224836,0.295143842,0.137212386,465,1.273972603,0.392156755,2.833333333,0.007340147,0.218701647,20.9,1302,45,-81.98878621,29.68598352,PIPA,0.413566147,5.16,FALSE
OSBS,22,1866,PIPA,5.568719512,2.376,2,3.717,2.161796177,1.851719512,0.332521598,0.214203823,0.090153124,465,1.273972603,0.317313139,2.833333333,0.007340147,0.218701647,20.9,1302,45,-81.98878621,29.68598352,PIPA,0.413566147,5.16,FALSE
OSBS,23,1867,PIPA,5.67,2.34,2,3.6995,2.146900404,1.9705,0.347530864,0.193099596,0.082521195,465,1.273972603,0.335165326,3.166666667,0.013972455,0.246068631,20.9,1302,45,-81.989902,29.68614452,PIPA,0.781696213,4.46,FALSE
OSBS,23,1868,PIPA,5.67,2.403,2,3.7544,2.266187301,1.9156,0.337848325,0.136812699,0.056934124,465,1.273972603,0.323602432,3.166666667,0.013972455,0.246068631,20.9,1302,45,-81.989902,29.68614452,PIPA,0.781696213,4.46,FALSE
OSBS,23,1869,PIPA,5.678181818,2.457,1,4.327554634,2.358667609,1.350627184,0.237862616,0.098332391,0.040021323,284,0.778082192,0.34909994,4.3,0.013972455,0.246068631,20.9,1302,45,-81.989902,29.68614452,PIPA,0.781696213,4.46,FALSE
OSBS,24,1870,PIPA,5.475609065,2.286,2,4.0501,2.085395008,1.425509065,0.260337991,0.200604992,0.087753715,465,1.273972603,0.236709912,2.466666667,0.010621912,0.295281451,20.9,1302,45,-81.99018536,29.68622254,PIPA,0.277412046,5.17,FALSE
OSBS,24,1871,PIPA,5.619915014,2.718,2,3.9964,2.51625818,1.623515014,0.288886044,0.20174182,0.074224364,465,1.273972603,0.267605901,2.466666667,0.010621912,0.295281451,20.9,1302,45,-81.99018536,29.68622254,PIPA,0.277412046,5.17,FALSE
OSBS,24,1872,PIPA,5.780254958,2.403,1,4.733086942,2.30298224,1.047168016,0.181162946,0.10001776,0.041622039,284,0.778082192,0.256875397,2.866666667,0.010621912,0.295281451,20.9,1302,45,-81.99018536,29.68622254,PIPA,0.277412046,5.17,FALSE
SCBI,1,1009,QURU,4.923228346,2.223,1,3.866325588,2.155731317,1.056902758,0.21467677,0.067268683,0.030260316,286,0.783561644,0.308412094,16.63333333,0.363101158,0.477839785,11.6,1126,361,-78.139824,38.89629,QURU,7.46877226,6.3,FALSE
SCBI,1,1011,QURU,4.783937008,2.223,2,2.2855,1.1141,2.498437008,0.522255415,1.1089,0.498830409,622,1.704109589,0.433469206,15.53333333,0.363101158,0.477839785,11.6,1126,361,-78.139824,38.89629,QURU,7.46877226,6.3,FALSE
SCBI,2,1012,LITU,4.864338028,2.043,2,0.1937,0.1544,4.670638028,0.960179577,1.8886,0.924424865,622,1.704109589,1.891530549,18.16666667,0.381945,0.514694262,11.6,1126,361,-78.139893,38.89587,LITU,5.909730282,6.64,FALSE
SCBI,2,1014,LITU,4.900619718,2.043,1,2.068675412,1.984187337,2.831944306,0.577874732,0.058812663,0.028787403,286,0.783561644,1.100683235,17,0.381945,0.514694262,11.6,1126,361,-78.139893,38.89587,LITU,5.909730282,6.64,FALSE
SCBI,3,1015,CARYA,5.213513514,2.061,1,2.684944827,0.228311968,2.528568687,0.485002807,1.832688032,0.889222723,286,0.783561644,0.846894221,13.26666667,0.32215834,0.454671089,11.6,1126,361,-78.140556,38.895344,CARYA,5.437001842,6.27,FALSE
SCBI,3,1016,CARYA,5.063513514,2.367,2,0.2062,0.2773,4.857313514,0.959277288,2.0897,0.882847486,622,1.704109589,1.878382318,12,0.32215834,0.454671089,11.6,1126,361,-78.140556,38.895344,CARYA,5.437001842,6.27,FALSE
SCBI,4,1018,QURU,4.772931034,2.61,1,3.505026095,2.518051225,1.267904939,0.265644932,0.091948775,0.035229416,286,0.783561644,0.394050201,10.03333333,0.464967512,0.615772005,11.6,1126,361,-78.140961,38.894989,QURU,11.94005243,5.74,FALSE
SCBI,4,1020,QURU,5.280689655,2.196,2,3.4207,1.6678,1.859989655,0.352224762,0.5282,0.240528233,622,1.704109589,0.254802567,8.3,0.464967512,0.615772005,11.6,1126,361,-78.140961,38.894989,QURU,11.94005243,5.74,FALSE
SCBI,5,1021,CARYA,4.869369369,2.277,1,2.546132797,1.164466114,2.323236572,0.477112414,1.112533886,0.488596349,286,0.783561644,0.827489175,13.16666667,0.389413836,0.539672645,11.6,1126,361,-78.141579,38.894939,CARYA,6.494228948,6.83,FALSE
SCBI,5,1023,CARYA,4.941351351,1.935,2,0.8569,0.6775,4.084451351,0.826585899,1.2575,0.649870801,622,1.704109589,1.028145673,11.2,0.389413836,0.539672645,11.6,1126,361,-78.141579,38.894939,CARYA,6.494228948,6.83,FALSE
SCBI,6,1025,LITU,4.793706468,2.322,2,0.16,1.4844,4.633706468,0.966622904,0.8376,0.360723514,622,1.704109589,1.995109581,11.46666667,0.322321016,0.455381916,11.6,1126,361,-78.141441,38.894451,LITU,4.536893605,6.85,FALSE
SCBI,6,1026,LITU,4.854925373,2.277,1,2.207831701,2.269578471,2.647093672,0.545238797,0.007421529,0.003259345,286,0.783561644,1.00564242,15.06666667,0.322321016,0.455381916,11.6,1126,361,-78.141441,38.894451,LITU,4.536893605,6.85,FALSE
SCBI,7,1027,QURU,4.956729167,2.322,1,NA,2.102703542,NA,NA,0.219296458,0.094442919,286,0.783561644,NA,12.43333333,0.339006385,0.451933571,11.6,1126,361,-78.141808,38.894318,QURU,5.434279514,6.64,FALSE
SCBI,7,1028,QURU,5.201875,2.169,2,1.8262,1.0837,3.375675,0.648934279,1.0853,0.500368834,622,1.704109589,0.614269082,10.36666667,0.339006385,0.451933571,11.6,1126,361,-78.141808,38.894318,QURU,5.434279514,6.64,FALSE
SCBI,7,1029,QURU,5.1839375,2.403,1,3.72659608,NA,1.45734142,0.281126349,NA,NA,286,0.783561644,0.421242754,12.43333333,0.339006385,0.451933571,11.6,1126,361,-78.141808,38.894318,QURU,5.434279514,6.64,FALSE
SCBI,8,1030,LITU,4.768265683,2.25,2,0.345,0.0515,4.423265683,0.927646649,2.1985,0.977111111,622,1.704109589,1.541094264,12.76666667,0.329647214,0.484121672,11.6,1126,361,-78.14138,38.893997,LITU,6.101424265,6.54,FALSE
SCBI,8,1032,LITU,4.843173432,2.142,1,2.034173135,1.451544035,2.809000297,0.57999168,0.690455965,0.32234172,286,0.783561644,1.10709957,15.36666667,0.329647214,0.484121672,11.6,1126,361,-78.14138,38.893997,LITU,6.101424265,6.54,FALSE
SCBI,9,1033,QURU,5.099800995,2.502,1,3.27042671,2.43239873,1.829374285,0.358714837,0.06960127,0.027818253,286,0.783561644,0.567002039,13.4,0.33112,0.484368973,11.6,1126,361,-78.142258,38.89349,QURU,6.078285765,6.39,FALSE
SCBI,9,1034,QURU,5.291442786,2.196,2,2.8234,1.4385,2.468042786,0.46642152,0.7575,0.344945355,622,1.704109589,0.368608403,9.2,0.33112,0.484368973,11.6,1126,361,-78.142258,38.89349,QURU,6.078285765,6.39,FALSE
SCBI,10,1037,CARYA,4.664401623,2.628,2,1.3013,2.2894,3.363101623,0.72101459,0.3386,0.128843227,622,1.704109589,0.749127756,3.1,0.34565187,0.490977331,11.6,1126,361,-78.141991,38.893127,CARYA,4.700380916,5.18,FALSE
SCBI,10,1038,CARYA,4.518052738,2.511,1,2.444193346,2.43755672,2.073859393,0.459016198,0.07344328,0.029248618,286,0.783561644,0.784068423,4.466666667,0.34565187,0.490977331,11.6,1126,361,-78.141991,38.893127,CARYA,4.700380916,5.18,FALSE
SCBI,12,1040,LITU,4.567366721,2.214,2,0.1628,1.607,4.404566721,0.964355829,0.607,0.274164408,622,1.704109589,1.956546501,9.366666667,0.378361576,0.525726289,11.6,1126,361,-78.140533,38.893082,LITU,6.120219,6.46,FALSE
SCBI,12,1041,LITU,4.682778675,2.268,1,1.261603336,1.709416644,3.421175339,0.730586597,0.558583356,0.246288958,286,0.783561644,1.673778033,11.26666667,0.378361576,0.525726289,11.6,1126,361,-78.140533,38.893082,LITU,6.120219,6.46,FALSE
SCBI,14,1042,CARYA,4.696,2.151,2,0.3695,1.3182,4.3265,0.921316014,0.8328,0.387168759,622,1.704109589,1.491873315,9.5,0.455328717,0.626135405,11.6,1126,361,-78.140892,38.892635,CARYA,9.750385832,6.62,FALSE
SCBI,14,1044,CARYA,4.688,2.043,1,2.473653075,1.777727902,2.214346925,0.472343627,0.265272098,0.129844395,286,0.783561644,0.815902643,8.6,0.455328717,0.626135405,11.6,1126,361,-78.140892,38.892635,CARYA,9.750385832,6.62,FALSE
SCBI,15,1045,LITU,4.800823723,2.529,2,0.6604,1.6053,4.140423723,0.862440273,0.9237,0.365243179,622,1.704109589,1.164066614,11.6,0.402551131,0.497856546,11.6,1126,361,-78.141266,38.892303,LITU,8.176856562,6.81,FALSE
SCBI,15,1046,LITU,4.621911038,2.421,1,1.567220418,2.215766183,3.05469062,0.660915062,0.205233817,0.084772332,286,0.783561644,1.380241946,12.6,0.402551131,0.497856546,11.6,1126,361,-78.141266,38.892303,LITU,8.176856562,6.81,FALSE
SCBI,17,1049,LITU,4.957720058,2.304,1,2.327160333,2.253068935,2.630559725,0.530598681,0.050931065,0.022105497,286,0.783561644,0.965204451,18.03333333,0.363427773,0.491548367,11.6,1126,361,-78.141617,38.89146,LITU,7.754287673,6.67,FALSE
SCBI,17,1050,LITU,4.977344877,2.295,2,0.8256,1.2683,4.151744877,0.834128432,1.0267,0.447363834,622,1.704109589,1.054240577,15.6,0.363427773,0.491548367,11.6,1126,361,-78.141617,38.89146,LITU,7.754287673,6.67,FALSE
SCBI,21,1051,LITU,4.537304747,2.061,2,0.5973,0.1672,3.940004747,0.868357972,1.8938,0.918874333,622,1.704109589,1.189870041,14.06666667,0.40810156,0.539482446,11.6,1126,361,-78.137527,38.892567,LITU,8.436295063,6.97,FALSE
SCBI,21,1053,LITU,4.581684533,2.421,1,2.065038414,1.324219256,2.516646119,0.549284024,1.096780744,0.453027982,286,0.783561644,1.017045576,26.86666667,0.40810156,0.539482446,11.6,1126,361,-78.137527,38.892567,LITU,8.436295063,6.97,FALSE
SCBI,22,1054,CARYA,4.551329787,2.232,2,1.4305,1.317,3.120829787,0.685696254,0.915,0.409946237,622,1.704109589,0.679178983,5.5,0.419946027,0.583073078,11.6,1126,361,-78.138275,38.892891,CARYA,13.35074478,6.37,FALSE
SCBI,22,1056,CARYA,4.467260638,2.322,1,3.155462297,2.232941872,1.311798342,0.293647147,0.089058128,0.03835406,286,0.783561644,0.443666912,6.833333333,0.419946027,0.583073078,11.6,1126,361,-78.138275,38.892891,CARYA,13.35074478,6.37,FALSE
SCBI,24,1057,QURU,4.696301969,2.205,2,1.9204,0.5105,2.775901969,0.591082513,1.6945,0.768480726,622,1.704109589,0.524756091,15.36666667,0.36198835,0.50981069,11.6,1126,361,-78.138069,38.893475,QURU,8.878688959,6.73,FALSE
SCBI,24,1058,QURU,4.899978118,2.286,1,3.980466955,2.221021195,0.919511163,0.187656177,0.064978805,0.028424674,286,0.783561644,0.265239631,18.9,0.36198835,0.50981069,11.6,1126,361,-78.138069,38.893475,QURU,8.878688959,6.73,FALSE
SCBI,26,1061,LITU,4.582782609,2.583,1,2.340718702,2.413220709,2.242063906,0.489236365,0.169779291,0.065729497,286,0.783561644,0.857428839,17.93333333,0.405205133,0.53370344,11.6,1126,361,-78.136505,38.893047,LITU,9.52190591,6.68,FALSE
SCBI,26,1062,LITU,4.675478261,2.286,2,0.5692,1.2401,4.106278261,0.878258444,1.0459,0.457524059,622,1.704109589,1.235750849,14.66666667,0.405205133,0.53370344,11.6,1126,361,-78.136505,38.893047,LITU,9.52190591,6.68,FALSE
SCBI,27,1063,QURU,5.030792839,2.196,2,2.9301,1.4485,2.100692839,0.417566953,0.7475,0.340391621,622,1.704109589,0.317198521,6.466666667,0.377343358,0.513483198,11.6,1126,361,-78.137184,38.893028,QURU,6.795359271,4.78,FALSE
SCBI,27,1065,QURU,4.614629156,2.394,1,3.737548263,2.258091598,0.877080893,0.190065304,0.135908402,0.056770427,286,0.783561644,0.269030086,9.133333333,0.377343358,0.513483198,11.6,1126,361,-78.137184,38.893028,QURU,6.795359271,4.78,FALSE
SCBI,28,1067,CARYA,5.040737327,2.358,1,0.904161817,1.489752935,4.13657551,0.820629055,0.868247065,0.368213344,286,0.783561644,2.192934421,70.2,0.425227489,0.559754823,11.6,1126,361,-78.135719,38.893124,CARYA,10.46750301,6.31,FALSE
SCBI,29,1071,CARYA,4.880081136,2.196,1,2.749089546,2.094671129,2.13099159,0.436671344,0.101328871,0.046142473,286,0.783561644,0.732414696,12.86666667,0.415362133,0.567403588,11.6,1126,361,-78.135345,38.893311,CARYA,12.66723937,5.7,FALSE
SCBI,30,1072,QURU,4.772993631,2.16,2,1.2993,0.6347,3.473693631,0.727780906,1.5253,0.706157407,622,1.704109589,0.763535429,10.26666667,0.504934079,0.649521513,11.6,1126,361,-78.135475,38.893589,QURU,16.53193432,6.35,FALSE
SCBI,30,1073,QURU,4.625732484,2.331,1,3.531141843,2.258612544,1.094590641,0.23663077,0.072387456,0.03105425,286,0.783561644,0.34459758,13.53333333,0.504934079,0.649521513,11.6,1126,361,-78.135475,38.893589,QURU,16.53193432,6.35,FALSE
SCBI,31,1075,LITU,4.430588235,2.43,2,0.1388,0.9009,4.291788235,0.968672331,1.5291,0.629259259,622,1.704109589,2.032295113,18.86666667,0.33321935,0.449725517,11.6,1126,361,-78.135841,38.893951,LITU,7.414891272,6.53,FALSE
SCBI,31,1076,LITU,4.449117647,2.115,1,2.731528618,1.576969167,1.717589029,0.38605161,0.538030833,0.254388101,286,0.783561644,0.622598634,22.9,0.33321935,0.449725517,11.6,1126,361,-78.135841,38.893951,LITU,7.414891272,6.53,FALSE
SCBI,32,1078,CARYA,4.790055249,2.142,1,3.368123766,2.119701472,1.421931483,0.296850748,0.022298528,0.010410144,286,0.783561644,0.449468277,1.366666667,0.634128286,0.76229323,11.6,1126,361,-78.139809,38.896564,CARYA,32.83163399,5.95,FALSE
SCBI,32,1080,CARYA,4.733701657,1.935,2,1.9553,1.4431,2.778401657,0.586940593,0.4919,0.254211886,622,1.704109589,0.518842133,1.5,0.634128286,0.76229323,11.6,1126,361,-78.139809,38.896564,CARYA,32.83163399,5.95,FALSE
SCBI,35,1081,QURU,4.78125,2.196,1,3.133464943,2.138305145,1.647785057,0.344634783,0.057694855,0.026272703,286,0.783561644,0.539284457,9.433333333,0.465579892,0.598850195,11.6,1126,361,-78.140694,38.896008,QURU,13.53911361,6.54,FALSE
SCBI,35,1082,QURU,4.8125,2.223,2,1.4233,1.0638,3.3892,0.704249351,1.1592,0.52145749,622,1.704109589,0.714882768,6.25,0.465579892,0.598850195,11.6,1126,361,-78.140694,38.896008,QURU,13.53911361,6.54,FALSE
SCBI,37,1084,CARYA,4.901953125,2.367,2,0.613,0.6007,4.288953125,0.874947805,1.7663,0.746218842,622,1.704109589,1.220006084,9.3,0.333082036,0.486638987,11.6,1126,361,-78.141159,38.896481,CARYA,9.365265414,6.09,FALSE
SCBI,37,1086,CARYA,4.901953125,2.223,1,1.884866744,1.267483755,3.017086381,0.615486583,0.955516245,0.429831869,286,0.783561644,1.219784818,12.26666667,0.333082036,0.486638987,11.6,1126,361,-78.141159,38.896481,CARYA,9.365265414,6.09,FALSE
SCBI,39,1087,QURU,4.944169611,2.403,2,1.7606,1.6406,3.183569611,0.643903802,0.7624,0.317270079,622,1.704109589,0.605920167,11.1,0.339105944,0.491206328,11.6,1126,361,-78.142441,38.896145,QURU,8.24876107,6.73,FALSE
SCBI,39,1088,QURU,5.022826855,2.295,1,3.559146856,2.208605155,1.463679999,0.291405625,0.086394845,0.037644812,286,0.783561644,0.439623388,10.36666667,0.339105944,0.491206328,11.6,1126,361,-78.142441,38.896145,QURU,8.24876107,6.73,FALSE
SCBI,40,1090,CARYA,4.946490066,2.25,2,1.001,0.9841,3.945490066,0.797634285,1.2659,0.562622222,622,1.704109589,0.937544602,17.96666667,0.343549467,0.490111236,11.6,1126,361,-78.142799,38.896095,CARYA,8.265273474,6.66,FALSE
SCBI,40,1092,CARYA,4.922980132,2.187,1,2.474836905,1.999212961,2.448143228,0.49728887,0.187787039,0.08586513,286,0.783561644,0.877709589,18.96666667,0.343549467,0.490111236,11.6,1126,361,-78.142799,38.896095,CARYA,8.265273474,6.66,FALSE
SCBI,41,1093,LITU,4.653478939,2.007,2,0.8342,0.4454,3.819278939,0.820736268,1.5616,0.778076731,622,1.704109589,1.008677615,15.76666667,0.318773011,0.55396634,11.6,1126,361,-78.142303,38.895416,LITU,9.872967154,6.73,FALSE
SCBI,41,1094,LITU,4.868081123,2.421,1,1.178865445,0.6900078,3.689215678,0.757837757,1.7309922,0.714990582,286,0.783561644,1.809873368,16.3,0.318773011,0.55396634,11.6,1126,361,-78.142303,38.895416,LITU,9.872967154,6.73,FALSE
SCBI,42,1096,QURU,4.716642066,2.187,2,1.7887,1.3054,2.927942066,0.62076834,0.8816,0.403109282,622,1.704109589,0.568982199,7.366666667,0.325808948,0.458103321,11.6,1126,361,-78.142113,38.89526,QURU,7.997612383,5.75,FALSE
SCBI,42,1098,QURU,4.853136531,2.088,1,3.685658222,1.909485051,1.16747831,0.240561604,0.178514949,0.085495665,286,0.783561644,0.351186246,10.46666667,0.325808948,0.458103321,11.6,1126,361,-78.142113,38.89526,QURU,7.997612383,5.75,FALSE
SCBI,43,1099,QURU,5.271172962,2.043,1,2.919893543,1.787932769,2.351279419,0.446063796,0.255067231,0.124849354,286,0.783561644,0.753872727,16.2,0.399424598,0.496024596,11.6,1126,361,-78.142136,38.894981,QURU,9.631012011,6.53,FALSE
SCBI,43,1101,QURU,4.761232604,2.115,2,2.271,1.3895,2.490232604,0.523022673,0.7255,0.343026005,622,1.704109589,0.434412392,16.73333333,0.399424598,0.496024596,11.6,1126,361,-78.142136,38.894981,QURU,9.631012011,6.53,FALSE
SCBI,44,1102,CARYA,4.636680162,2.178,2,1.439,1.3653,3.197680162,0.689648639,0.8127,0.373140496,622,1.704109589,0.686605021,11.56666667,0.424778232,0.563057666,11.6,1126,361,-78.142242,38.894604,CARYA,14.10668738,6.55,FALSE
SCBI,44,1103,CARYA,4.780263158,1.908,1,2.690584766,1.724546469,2.089678392,0.437147145,0.183453531,0.096149649,286,0.783561644,0.733493081,14.4,0.424778232,0.563057666,11.6,1126,361,-78.142242,38.894604,CARYA,14.10668738,6.55,FALSE
SCBI,45,1105,QURU,4.94,2.268,1,3.293334629,2.042526979,1.646665371,0.333333071,0.225473021,0.099414912,286,0.783561644,0.517463709,11.4,0.418181818,0.545492281,11.6,1126,361,-78.142372,38.894474,QURU,11.6696352,6.17,FALSE
SCBI,45,1106,QURU,4.615,2.205,2,1.9308,0.5471,2.6842,0.581625135,1.6579,0.751882086,622,1.704109589,0.511338853,11.36666667,0.418181818,0.545492281,11.6,1126,361,-78.142372,38.894474,QURU,11.6696352,6.17,FALSE
SCBI,46,1108,LITU,4.670703259,2.322,1,2.465702355,2.20044416,2.205000904,0.472091842,0.12155584,0.05234963,286,0.783561644,0.815293804,7.75,0.416325794,0.569749089,11.6,1126,361,-78.142677,38.894096,LITU,12.81409513,6.42,FALSE
SCBI,46,1109,LITU,4.688507719,2.034,2,1.2518,0.82,3.436707719,0.733006732,1.214,0.596853491,622,1.704109589,0.774910159,3.9,0.416325794,0.569749089,11.6,1126,361,-78.142677,38.894096,LITU,12.81409513,6.42,FALSE
SCBI,48,1111,LITU,4.498043478,2.241,2,1.428,0.5167,3.070043478,0.682528636,1.7243,0.769433289,622,1.704109589,0.673294525,6.95,0.327984234,0.506376033,11.6,1126,361,-78.142403,38.893314,LITU,9.999885078,6.49,FALSE
SCBI,48,1112,LITU,4.571832298,2.223,1,2.498536135,1.016340918,2.073296163,0.453493485,1.206659082,0.542806605,286,0.783561644,0.771105956,8.233333333,0.327984234,0.506376033,11.6,1126,361,-78.142403,38.893314,LITU,9.999885078,6.49,FALSE
SCBI,49,1114,CARYA,4.781133455,2.052,1,2.194928916,1.923563166,2.586204539,0.54091871,0.128436834,0.062591049,286,0.783561644,0.993575921,10.63333333,0.428316919,0.576725891,11.6,1126,361,-78.140022,38.892796,CARYA,10.92494067,5.37,FALSE
SCBI,49,1116,CARYA,4.837074954,2.25,2,1.54,0.788,3.297074954,0.681625773,1.462,0.649777778,622,1.704109589,0.671628034,7.366666667,0.428316919,0.576725891,11.6,1126,361,-78.140022,38.892796,CARYA,10.92494067,5.37,FALSE
SERC,1,1117,FAGR,5.729477352,2.241,2,NA,NA,NA,NA,NA,NA,620,1.698630137,NA,31.3,0.303780681,0.419941977,13.6,1075,15,-76.55624626,38.89922421,FAGR,5.320137746,4.58,FALSE
SERC,1,1117,FAGR,5.729477352,2.241,2,NA,NA,NA,NA,NA,NA,620,1.698630137,NA,31.3,0.303780681,0.419941977,13.6,1075,15,-76.55624626,38.89922421,FAGR,5.320137746,4.58,FALSE
SERC,1,1119,FAGR,5.736202091,2.178,1,4.516863778,1.595552846,1.219338312,0.212568925,0.582447154,0.267422936,284,0.778082192,0.307139064,17.3,0.303780681,0.419941977,13.6,1075,15,-76.55624626,38.89922421,FAGR,5.320137746,4.58,FALSE
SERC,2,1121,LITU,5.59706422,2.25,2,0.754284963,1.278148358,4.842779257,0.865235607,0.971851642,0.431934063,620,1.698630137,1.179907984,37.53333333,0.28490589,0.366515014,13.6,1075,15,-76.55678514,38.89871357,LITU,5.207475254,5.43,FALSE
