,H2OSOI,SOILLIQ,SOILICE,TSOI,W_SCALAR,PCT_CLAY,AGNPP,PRECIP,RAIN,SNOW,TBOT,GPP,AR,NPP,LITFALL
52,0.5883634,1.5827864,9.3391695,-1.8711548,0.04003108,11.8,0.0,1.0015,1.0015,0.0,-3.0132446,0.0,0.06729965,-0.06729965,0.9624865
53,0.5865439,1.9973772,8.925621,-1.5753479,0.07592213,11.8,0.0,1.0015,0.97013736,0.0313626,-2.222931,0.0,0.070651524,-0.070651524,0.9624337
54,0.5848824,2.3212035,8.598199,-0.99087524,0.13205954,11.8,0.0,1.4977499,1.368798,0.12895195,-0.6715698,0.0,0.07387732,-0.07387732,0.96238106
55,0.5814457,2.9630618,7.946586,-0.078063965,0.21183632,11.8,0.0,9.488,9.488,0.0,1.6857605,0.0,0.079437666,-0.079437666,0.9623283
56,0.5756968,3.2116868,7.6131625,-0.17556763,0.22957158,11.8,0.0,0.987,0.86912525,0.11787476,0.47998047,0.0,0.07813127,-0.07813127,0.9622756
57,0.57774264,2.4411705,8.357247,-1.9527893,0.1549582,11.8,0.0,3.2515,3.2312522,0.020247612,-3.2955933,0.0,0.06980369,-0.06980369,0.962223
58,0.5811141,2.078141,8.751977,-3.927887,0.13025215,11.8,0.0,4.0527496,1.8326916,2.2200582,-4.3237305,0.0,0.06728165,-0.06728165,0.96217024
59,0.5844108,2.7501445,8.196212,-1.9533386,0.22773528,11.8,0.0,3.0682502,3.0682502,0.0,-0.5933533,0.0,0.072588965,-0.072588965,0.96211755
60,0.5879058,4.613017,6.5520563,-1.412262,0.42401385,11.8,0.0,2.342,0.67949986,1.6625,-1.7952576,0.0,0.07161343,-0.07161343,0.9620649
61,0.5516986,4.250221,6.2207003,-1.5037231,0.33439997,11.8,0.0,2.0,1.8309413,0.16905877,-5.508972,0.0,0.063996956,-0.063996956,0.9620123
62,0.5281492,3.941943,6.071495,-1.4482727,0.29987305,11.8,0.0,0.86424994,0.5472892,0.31696078,-1.9717407,0.0,0.070942655,-0.070942655,0.9619596
63,0.5358677,4.731668,5.4888744,-0.2866516,0.36907092,11.8,0.0,1.964,1.964,0.0,0.040863037,0.0,0.07642329,-0.07642329,0.9619069
64,0.54080445,4.108824,6.150562,-2.3766785,0.29572612,11.8,0.0,1.84375,1.768625,0.07512495,-3.2404175,0.0,0.068751045,-0.068751045,0.9618543
65,0.55531824,2.730538,7.680633,-3.2705383,0.18070978,11.8,0.0,0.0,0.0,0.0,-4.7904663,0.0,0.0652814,-0.0652814,0.9618015
66,0.56675476,1.9521022,8.604204,-3.3170166,0.100365624,11.8,0.0,0.0,0.0,0.0,-5.3959656,0.0,0.06446203,-0.06446203,0.96174884
67,0.56314105,2.0239902,8.472008,-2.4024963,0.09850167,11.8,0.0,0.87649995,0.42825592,0.44824404,-3.7706604,0.0,0.06779452,-0.06779452,0.9616962
68,0.5583582,2.5041552,7.943979,-0.6979675,0.15044625,11.8,0.0,0.0,0.0,0.0,-0.51449585,0.0,0.073425174,-0.073425174,0.96164364
69,0.5527146,3.3717093,7.0449276,-0.44107056,0.27220348,11.8,0.0,0.0,0.0,0.0,1.1134949,0.0,0.076327465,-0.076327465,0.9615909
70,0.53829026,5.2158566,5.0893025,-0.021881104,0.42878821,11.8,0.0,4.379,4.278619,0.100381605,3.356964,0.0,0.08173326,-0.08173326,0.9615382
71,0.5701132,6.9111695,4.118334,0.38082886,0.53795534,11.8,0.0,0.61625004,0.491,0.12525001,3.0758667,0.0,0.08339107,-0.08339107,0.96148556
72,0.62566876,5.1429534,6.758677,-0.057250977,0.43276018,11.8,0.0,0.25050002,0.25050002,0.0,-1.2100525,0.0,0.07433737,-0.07433737,0.961433
73,0.6503046,6.399582,6.0581703,-0.18389893,0.5495385,11.8,0.0,9.20625,5.798739,3.4075112,-0.072631836,0.0,0.075284,-0.075284,0.96138036
74,0.6002905,6.1448927,5.37446,-1.5159912,0.5055769,11.8,0.0,0.37550002,0.37550002,0.0,-0.8791504,0.0,0.07222833,-0.07222833,0.9613277
75,0.594324,5.948128,5.445469,-1.3486023,0.50884867,11.8,0.0,0.0,0.0,0.0,-1.579071,0.0,0.07163103,-0.07163103,0.961275
76,0.5854241,4.8807435,6.261037,-1.4550781,0.38199782,11.8,0.0,0.0,0.0,0.0,-3.4204712,0.0,0.06725458,-0.06725458,0.9612224
77,0.50926536,5.2839055,4.4945855,-1.5466003,0.45824584,11.8,0.0,0.491,0.491,0.0,-3.4128113,0.0,0.06741314,-0.06741314,0.9611698
78,0.56861436,4.876476,5.95666,-0.8222046,0.40777636,11.8,0.0,0.0,0.0,0.0,-2.9806824,0.0,0.0693174,-0.0693174,0.96111715
79,0.5350746,5.0756097,5.1589336,-0.11727905,0.4256587,11.8,0.0,0.37075,0.2406854,0.13006459,-0.31045532,0.0,0.07489176,-0.07489176,0.96106446
80,0.49538013,8.11327,1.6454034,2.6532288,0.73564106,11.8,0.0,0.36825004,0.18896444,0.1792856,3.350708,0.0,0.08537777,-0.08537777,0.9610921
81,0.49076208,9.714487,0.09239162,3.5227356,0.8587779,11.8,0.0,2.2532501,1.2325119,1.0207381,3.5954285,0.0,0.08719027,-0.08719027,0.9617617
82,0.60290587,10.310839,1.6022549,2.3988342,0.8256824,11.8,0.0,2.00375,1.4140345,0.5897156,1.4667969,0.0,0.082042985,-0.082042985,0.96170866
83,0.61042964,10.221519,1.8221457,2.0498047,0.8101221,11.8,0.0,2.1279998,2.1279998,0.0,1.9369812,0.0,0.08088159,-0.08088159,0.961548
84,0.6009264,10.848144,1.0732417,3.7283325,0.8787288,11.8,0.0,4.0497503,4.0497503,0.0,2.2973633,0.0,0.085063696,-0.085063696,0.9608009
85,0.6138357,9.237086,2.7873383,3.1808167,0.79095817,11.8,0.0,3.4362497,3.4362497,0.0,1.2590942,0.0,0.081298,-0.081298,0.9608557
86,0.6001019,8.686623,3.040236,4.2120667,0.76100767,11.8,0.0,0.12275,0.12275,0.0,2.3430176,0.0,0.08422783,-0.08422783,0.96094155
87,0.5464641,9.814367,1.0223762,4.765686,0.8620365,11.8,0.0,6.87225,5.649475,1.222775,3.6333618,0.0,0.08680206,-0.08680206,0.9616777
88,0.5206052,10.3641205,0.044001523,4.717926,0.8935819,11.8,0.0,0.86899996,0.83333504,0.03566494,4.6231384,0.0,0.08846657,-0.08846657,0.96123946
89,0.5623334,10.91213,0.30677062,4.41745,0.90747905,11.8,0.0,6.9585,6.478075,0.48042506,3.8419495,0.0,0.087443516,-0.087443516,0.9605375
90,0.5643703,11.253488,0.031103648,4.7403564,0.91300905,11.8,0.0,4.833,4.0371366,0.79586345,3.9736633,0.0,0.087816074,-0.087816074,0.9604849
91,0.5625689,11.088836,0.14905208,5.333069,0.9115585,11.8,0.0,5.52325,5.4875546,0.035695698,2.9769592,0.0,0.0859139,-0.0859139,0.960436
92,0.62172234,7.8405466,4.212607,1.9516296,0.69864327,11.8,0.0,0.12275,0.12275,0.0,-0.24316406,0.0,0.07608832,-0.07608832,0.9604193
93,0.5859722,9.025584,2.4702697,3.3618164,0.77843827,11.8,0.0,3.0732503,2.91789,0.1553601,1.7967529,0.0,0.08139582,-0.08139582,0.960376
94,0.56378067,10.435972,0.76995057,3.9742737,0.9051268,11.8,0.0,10.48425,8.978267,1.5059836,3.0260315,0.0,0.08428066,-0.08428066,0.9602746
95,0.57321393,8.399204,2.8106735,4.03244,0.7413479,11.8,0.0,0.12275,0.12275,0.0,2.2813416,0.0,0.083069324,-0.083069324,0.96022207
96,0.53752464,9.404206,1.2345449,5.2816467,0.800656,11.8,0.0,0.876,0.876,0.0,3.2522278,0.0,0.08657999,-0.08657999,0.9601695
97,0.5085448,9.892734,0.25507423,7.74527,0.86998534,11.8,0.0,1.2519999,0.8921155,0.35988444,6.0681458,0.0,0.09624562,-0.09624562,0.9602436
98,0.49961713,9.269494,0.6628524,7.5627136,0.8258444,11.8,0.0,1.6272501,1.5390605,0.08818957,5.12735,0.0,0.09563043,-0.09563043,0.9604335
99,0.5219443,8.583754,1.7011563,6.4515076,0.77301013,11.8,0.0,0.0,0.0,0.0,3.5173035,0.0,0.09132493,-0.09132493,0.9610038
100,0.5033233,8.873177,1.0942464,5.98468,0.7919436,11.8,0.0,7.6087503,1.9461873,5.6625633,3.7536316,0.0,0.09093781,-0.09093781,0.96095514
101,0.50888735,8.982157,1.096357,6.062256,0.8052362,11.8,0.0,5.7377496,5.0048504,0.73289937,3.3987732,0.0,0.08601063,-0.08601063,0.960755
102,0.48574242,9.708792,0.0055535575,6.327759,0.86035144,11.8,0.0,0.87649995,0.87649995,0.0,4.30484,0.0,0.0885555,-0.0885555,0.96143013
103,0.48647338,9.677839,0.04734323,9.903778,0.85911375,11.8,0.0,2.253,2.253,0.0,8.27243,0.0,0.10425373,-0.10425373,0.9608512
104,0.48564348,9.71287,0.0,9.087463,0.86175716,11.8,0.0,16.0975,16.0975,0.0,7.965271,0.0,0.101070665,-0.101070665,0.9609677
105,0.50699973,8.642911,1.3728259,7.233917,0.7664376,11.8,0.0,6.6185,6.6185,0.0,4.648041,0.0,0.09105802,-0.09105802,0.9609552
106,0.50963646,7.757382,2.2332134,3.6921387,0.66515994,11.8,0.0,0.24549998,0.11022335,0.13527663,1.6565552,0.0,0.079328895,-0.079328895,0.96078575
107,0.5460435,9.548511,1.2584534,3.9778442,0.84961575,11.8,0.0,19.797499,17.021183,2.7763152,3.186615,0.0,0.08169184,-0.08169184,0.9596616
108,0.4871574,9.684184,0.054069743,5.0178223,0.86350983,11.8,0.0,1.8779999,1.8043404,0.073659524,3.1703491,0.0,0.08302898,-0.08302898,0.96007705
109,0.4606658,9.213316,0.0,7.483368,0.8376806,11.8,0.0,0.12275,0.12275,0.0,5.4302063,0.0,0.09251663,-0.09251663,0.9602473
110,0.4546445,9.062178,0.028162586,9.220795,0.8275651,11.8,0.0,7.134,7.134,0.0,8.013336,0.0,0.10139982,-0.10139982,0.96091914
111,0.4558423,9.116142,0.00064487656,10.688873,0.830522,11.8,0.0,7.75875,7.75875,0.0,8.038239,0.0,0.10220314,-0.10220314,0.96159005
112,0.47331896,9.220577,0.22540066,7.7130737,0.837176,11.8,0.0,4.78575,3.6529534,1.1327965,4.791321,0.0,0.091887884,-0.091887884,0.9614111
113,0.4654649,9.285365,0.021946676,8.866608,0.8410152,11.8,0.0,3.25175,3.129,0.12275,5.752838,0.0,0.094816074,-0.094816074,0.96077067
114,0.45636094,8.613493,0.47108656,10.262848,0.79633427,11.8,0.0,1.25175,1.25175,0.0,7.731598,0.0,0.10206735,-0.10206735,0.96288013
